article_name,country,revision_id,article_quality,population
David Mendes,Angola,790858165,Stub,25000000.0
Kimpa Vita,Angola,791323586,C,25000000.0
Juilão Mateus Paulo,Angola,791871708,Stub,25000000.0
Brito Sozinho,Angola,792385356,Stub,25000000.0
Gaspar Martins,Angola,792684695,Start,25000000.0
Ana Dias Lourenço,Angola,793447028,C,25000000.0
Wilson dos Santos,Angola,793869492,Stub,25000000.0
Pitra Neto,Angola,794206406,Stub,25000000.0
Palmira Barbosa,Angola,795862869,Start,25000000.0
Agostinho Neto,Angola,796556790,C,25000000.0
Ngola Kabangu,Angola,796893647,Stub,25000000.0
Abel Chivukuvuku,Angola,799683479,Start,25000000.0
Domingos Culolo,Angola,800233344,Stub,25000000.0
Domingos Manuel Njinga,Angola,800233405,Stub,25000000.0
Valentim Amões,Angola,800247488,Stub,25000000.0
Aliceres Mango,Angola,800247641,Stub,25000000.0
Lopo do Nascimento,Angola,800247720,Start,25000000.0
António Alberto Neto,Angola,800247804,Stub,25000000.0
Tito Chingunji,Angola,800989005,Stub,25000000.0
Isaías Samakuva,Angola,801156035,Start,25000000.0
Efigênia dos Santos Lima Clemente,Angola,801194124,Stub,25000000.0
Uanhenga Xitu,Angola,801631929,Stub,25000000.0
Bornito de Sousa,Angola,802530534,Start,25000000.0
Manuel Vicente,Angola,802610698,C,25000000.0
Template:AngolanPresidents,Angola,802700422,Stub,25000000.0
Fernando José de França Dias Van-Dúnem,Angola,803036381,Start,25000000.0
Francisco Higino Carneiro,Angola,803953524,Stub,25000000.0
Georges Rebelo Chicoti,Angola,804379199,Start,25000000.0
Jonas Savimbi,Angola,805396216,B,25000000.0
João Lourenço,Angola,805600045,GA,25000000.0
President of Angola,Angola,806363901,Start,25000000.0
José Eduardo dos Santos,Angola,806849684,GA,25000000.0
Template:Panama-politician-stub,Panama,437454659,Stub,3980000.0
Gumercinda Páez,Panama,680071857,C,3980000.0
Federico Policani,Panama,680722683,Start,3980000.0
Ricardo Arias,Panama,705267817,Stub,3980000.0
José Ramón Guizado,Panama,705267832,Stub,3980000.0
Domingo Díaz Arosemena,Panama,705268153,Stub,3980000.0
Enrique Adolfo Jiménez,Panama,705268171,Start,3980000.0
Ezequiel Fernández,Panama,705268248,Start,3980000.0
Ernesto Tisdel Lefevre,Panama,705268496,Stub,3980000.0
Pedro Antonio Díaz,Panama,705268522,Stub,3980000.0
Ciro Luis Urriola,Panama,705268536,Stub,3980000.0
Pablo Arosemena,Panama,705268645,Stub,3980000.0
Justo Arosemena Quesada,Panama,710125710,Start,3980000.0
Tomás Arias,Panama,711010347,Stub,3980000.0
José Miguel Alemán,Panama,715499439,Start,3980000.0
Rubén Arosemena,Panama,715944250,Stub,3980000.0
Rodolfo Chiari,Panama,717420629,Stub,3980000.0
Dominador Baldomero Bazán,Panama,717523851,Stub,3980000.0
Heraclio Barletta,Panama,721451965,Stub,3980000.0
Manuel Espinosa Batista,Panama,722247158,Start,3980000.0
Carlos Afu,Panama,722472748,Stub,3980000.0
Harmodio Arias Cerjack,Panama,724122836,Stub,3980000.0
Genaro López,Panama,724322591,C,3980000.0
José María Pinilla Fábrega,Panama,727044924,Stub,3980000.0
Roberto Roy,Panama,730064013,Stub,3980000.0
Enrique Geenzier,Panama,730632978,Start,3980000.0
Belisario Porras Barahona,Panama,739710693,Start,3980000.0
Luis Anderson McNeil,Panama,740189383,Start,3980000.0
Harmodio Arias Madrid,Panama,747636455,Stub,3980000.0
Bolívar Urrutia Parrilla,Panama,747981188,Stub,3980000.0
Daniel Chanis Pinzón,Panama,753261049,C,3980000.0
Silvia Carrera,Panama,755364060,Stub,3980000.0
Marco Ameglio,Panama,755838572,Stub,3980000.0
Francisco Vicente de la Espriella,Panama,758230464,Start,3980000.0
Tomás de Herrera,Panama,760353259,Start,3980000.0
Jorge Illueca,Panama,760574895,Start,3980000.0
David Stuart Parker,Panama,764125408,Start,3980000.0
Marco Aurelio Robles,Panama,764704903,Stub,3980000.0
Roberto Arias,Panama,765029868,Start,3980000.0
Juan Demóstenes Arosemena,Panama,765121394,Stub,3980000.0
Floyd Britton,Panama,765585832,Start,3980000.0
Tomas Altamirano Duque,Panama,766459051,Start,3980000.0
Max Delvalle,Panama,768540112,Start,3980000.0
Ramón Maximiliano Valdés,Panama,769068985,Stub,3980000.0
Laurentino Cortizo,Panama,769158341,Stub,3980000.0
Augusto Samuel Boyd,Panama,772356689,Stub,3980000.0
Demetrio H. Brid,Panama,774786466,Start,3980000.0
Nicolás Ardito Barletta Vallarino,Panama,774960736,Start,3980000.0
José Antonio Sossa,Panama,777595394,Start,3980000.0
Florencio Harmodio Arosemena,Panama,778608488,Start,3980000.0
Victoriano Lorenzo,Panama,779178996,C,3980000.0
Alberto Vallarino Clement,Panama,782157223,C,3980000.0
José Agustín Arango,Panama,782483528,Stub,3980000.0
Federico Boyd,Panama,782994656,Start,3980000.0
Tomás Altamirano Mantovani,Panama,783013271,Stub,3980000.0
José Isabel Blandón Castillo,Panama,783069932,Start,3980000.0
Ricardo de la Espriella,Panama,783274463,Start,3980000.0
Aristides Royo,Panama,783274481,Stub,3980000.0
Clara González,Panama,784872218,C,3980000.0
José Domingo Arias,Panama,785352007,C,3980000.0
Julio Linares,Panama,786859773,Stub,3980000.0
Carlos Antonio Mendoza,Panama,787306052,Stub,3980000.0
Ricardo Arias Calderón,Panama,787365977,GA,3980000.0
Samuel Lewis Navarro,Panama,787368871,Start,3980000.0
José Domingo de Obaldía,Panama,787385086,Start,3980000.0
Pascual de Andagoya,Panama,787462496,Start,3980000.0
Florencio Flores Aguilar,Panama,787498447,Stub,3980000.0
Carlos Ozores,Panama,787977069,Start,3980000.0
Vice President of Panama,Panama,787980783,Start,3980000.0
Ricardo Alberto Arias,Panama,788029744,Start,3980000.0
Alcibíades Arosemena,Panama,788233965,Stub,3980000.0
Pedro Miguel González Pinzón,Panama,788500522,GA,3980000.0
Anel Omar Rodríguez,Panama,789178921,Start,3980000.0
Arturo Vallarino,Panama,789862182,Start,3980000.0
Balbina Herrera,Panama,790494135,C,3980000.0
Diego de Nicuesa,Panama,790877860,Start,3980000.0
Bernardino González Ruiz,Panama,791179649,Start,3980000.0
Ricardo Joaquín Alfaro Jované,Panama,791945261,C,3980000.0
Demetrio B. Lakas,Panama,794957216,Start,3980000.0
Ernesto de la Guardia,Panama,794957227,Start,3980000.0
Arnulfo Arias,Panama,796016265,C,3980000.0
José de Obaldía,Panama,796028924,Start,3980000.0
Aquilino Boyd,Panama,796417062,Start,3980000.0
Esther Neira de Calvo,Panama,797450746,C,3980000.0
Francisco Rodríguez (President of Panama),Panama,797681961,Stub,3980000.0
Lorena Castillo,Panama,797772360,Stub,3980000.0
José Isabel Blandón Figueroa,Panama,797772539,Stub,3980000.0
Roberto Francisco Chiari Remón,Panama,797929528,Start,3980000.0
Carlos Duque,Panama,798037941,Start,3980000.0
Laura E. Flores,Panama,798698429,Start,3980000.0
Daniel Delgado,Panama,798843305,Stub,3980000.0
Manuel Solís Palma,Panama,798882369,Start,3980000.0
Martín Torrijos,Panama,798912803,C,3980000.0
Mireya Moscoso,Panama,799012319,C,3980000.0
Isabel Saint Malo,Panama,799821989,C,3980000.0
Ricardo Adolfo de la Guardia Arango,Panama,799962681,Stub,3980000.0
Eric Arturo Delvalle,Panama,802034871,Start,3980000.0
Ernesto Pérez Balladares,Panama,804946184,GA,3980000.0
Gerardo González Vernaza,Panama,805350846,C,3980000.0
José Antonio Remón Cantera,Panama,805697692,Start,3980000.0
Clarence S. Ridley,Panama,805716845,Stub,3980000.0
Francis K. Newcomer,Panama,805717180,Start,3980000.0
List of heads of state of Panama,Panama,806189786,C,3980000.0
Manuel Amador Guerrero,Panama,806778140,Start,3980000.0
Guillermo Endara,Panama,806977245,GA,3980000.0
Guillermo Ford,Panama,806977351,Start,3980000.0
Ricardo Martinelli,Panama,807092848,C,3980000.0
Manuel Noriega,Panama,807397954,FA,3980000.0
Juan Carlos Varela,Panama,807419579,C,3980000.0
Template:Japan-politician-1980s-stub,Japan,437735138,Stub,126866820.0
Template:Japan-activist-stub,Japan,535446167,Stub,126866820.0
Template:Japan-politician-stub,Japan,546498071,Stub,126866820.0
Template:Japan-diplomat-stub,Japan,594545594,Stub,126866820.0
Suish?,Japan,626606789,Stub,126866820.0
Masahiro Futahashi,Japan,672284154,Stub,126866820.0
M?ri Gor?,Japan,704596904,Stub,126866820.0
Torii Tadafumi,Japan,706231609,Stub,126866820.0
Minamoto no Mitsuyuki,Japan,706231743,Stub,126866820.0
Keiko Higuchi,Japan,706231958,Start,126866820.0
Mishima Michitsune,Japan,706233042,Start,126866820.0
Akira Hatano,Japan,706233074,Stub,126866820.0
Ry?ichi Kuroda,Japan,706233282,Start,126866820.0
Masami Nishimura,Japan,706233501,Stub,126866820.0
Jir? Shirasu,Japan,706234220,Stub,126866820.0
Tsuneo Tanaka,Japan,706235030,Stub,126866820.0
Tanaka Fujimaro,Japan,706235531,Start,126866820.0
Eri Tokunaga,Japan,706241606,Stub,126866820.0
Nobuteru Mori,Japan,706241823,Stub,126866820.0
Tsunetoshi Tanaka,Japan,706242060,Stub,126866820.0
Yoshihiro Kawano,Japan,706242061,Stub,126866820.0
Masakazu Nakai,Japan,706242079,Start,126866820.0
Yoshihiro Tokugawa,Japan,706242815,Stub,126866820.0
Koji Kakizawa,Japan,706340312,Start,126866820.0
Toshio Ogawa,Japan,707142136,Start,126866820.0
Masayuki Fujio,Japan,707363614,Stub,126866820.0
Maeda Gen'i,Japan,708214266,Stub,126866820.0
Kanda Takahira,Japan,709650362,Stub,126866820.0
K?z? Watanabe (Liberal Democratic Party politician),Japan,709935445,Stub,126866820.0
Masakatsu Koike,Japan,710950386,Stub,126866820.0
Anton Wicky,Japan,712433279,Stub,126866820.0
Chikahiko Koizumi,Japan,717053331,Stub,126866820.0
Daiz? Nozawa,Japan,717416250,Stub,126866820.0
Ikuo Oyama,Japan,717644643,Stub,126866820.0
Y?z? Toyoshima,Japan,717720145,Stub,126866820.0
Oguri Kozukenosuke,Japan,720958833,C,126866820.0
Nezu Kaichir?,Japan,721056829,Start,126866820.0
Eikichi Minato,Japan,722387641,Stub,126866820.0
Fumiaki Kobayashi (politician),Japan,723141669,Start,126866820.0
Masataka Matsuura,Japan,723423000,Stub,126866820.0
Uchida Kakichi,Japan,723674591,Stub,126866820.0
Kan Abe,Japan,723834096,Start,126866820.0
Kiyoharu Ishiwata,Japan,723957776,Stub,126866820.0
Karen Makishima,Japan,723972121,Stub,126866820.0
Hideo ?nishi,Japan,723972166,Stub,126866820.0
Haruo Okada,Japan,724040910,Stub,126866820.0
Kiyoko Ono,Japan,724807659,Start,126866820.0
Katsuhito Noshi,Japan,725890570,Stub,126866820.0
Miguel Chijiwa,Japan,726620155,Stub,126866820.0
Kawaji Toshiyoshi,Japan,727707402,Stub,126866820.0
Katsuhiro Akimoto,Japan,728907547,Stub,126866820.0
Ichiro Nakagawa,Japan,729756769,Stub,126866820.0
Eisuke Hinode,Japan,731438482,Stub,126866820.0
K?z? Sasaki,Japan,733521939,Stub,126866820.0
Noboru Kousaka,Japan,733872942,Stub,126866820.0
Tatsuo Ozawa,Japan,734883244,Stub,126866820.0
Kan'ichi Oda,Japan,735589001,Stub,126866820.0
Tadashi Maeda (politician),Japan,735821582,Stub,126866820.0
Makoto Taniguchi,Japan,736253259,Stub,126866820.0
Shinkun Haku,Japan,738167888,Stub,126866820.0
Takao Fujinami,Japan,738169814,Start,126866820.0
Akira Matsu,Japan,738685623,Stub,126866820.0
Hideto ?nishi,Japan,740154736,Stub,126866820.0
Keiz? Hamada,Japan,740154849,Stub,126866820.0
Masa Nakayama,Japan,740469712,Start,126866820.0
Naoki Tanaka,Japan,742209296,Stub,126866820.0
Hsu Dau-lin,Japan,742382669,C,126866820.0
Kenji Utsunomiya,Japan,742443060,C,126866820.0
Tamayo Marukawa,Japan,742484480,Stub,126866820.0
List of Japanese politicians,Japan,742764259,Stub,126866820.0
Satoshi Akao,Japan,743245389,Stub,126866820.0
Hirofumi Yamashita,Japan,743821592,Stub,126866820.0
Kira Yoshinaka,Japan,745019152,Start,126866820.0
Hiroshi Maruyama,Japan,745710024,Stub,126866820.0
Hiroo ?hara,Japan,745764503,Stub,126866820.0
Toshio Irie (bureaucrat),Japan,746269918,Stub,126866820.0
Tadahiro Ando,Japan,746599009,Stub,126866820.0
Kanson Arahata,Japan,747952106,Stub,126866820.0
Yoichi Kuroda,Japan,749362509,Stub,126866820.0
Akira Tomii,Japan,750308917,Stub,126866820.0
S?ichir? Takashima,Japan,750583822,Stub,126866820.0
Matsudaira Tar?,Japan,751259654,Stub,126866820.0
List of Japanese Residents-General of Korea,Japan,751463113,Stub,126866820.0
Hajime Seki,Japan,753415651,Start,126866820.0
Ikuo Kabashima,Japan,753497907,Stub,126866820.0
Seiko Hashimoto,Japan,754144710,C,126866820.0
Hatoyama family,Japan,754513220,Stub,126866820.0
Sakuma Sh?zan,Japan,754515262,Start,126866820.0
Makoto Hirayama,Japan,755371378,Start,126866820.0
Kunihiko Hashida,Japan,755843672,Stub,126866820.0
Hisayasu Nagata,Japan,756699750,Start,126866820.0
Makoto Taki,Japan,756715543,Start,126866820.0
Michihiko Kano,Japan,756715635,Stub,126866820.0
Mikio Fujita,Japan,756715644,Stub,126866820.0
Muneo Suzuki,Japan,756715775,Start,126866820.0
Nobuo Matsuno,Japan,756715804,Stub,126866820.0
Taku Otsuka,Japan,756716825,Start,126866820.0
Yamato Inaba,Japan,756717211,Stub,126866820.0
Teruaki Masumoto,Japan,756720582,Stub,126866820.0
Masamune Wada,Japan,756759608,Stub,126866820.0
Yukari Iijima,Japan,756833498,Stub,126866820.0
Michiko Fujiwara,Japan,757341812,Stub,126866820.0
Teruki Got?,Japan,757368368,Stub,126866820.0
Hoshi T?ru,Japan,757562608,Start,126866820.0
Takashi Suzuki (politician),Japan,757562626,Stub,126866820.0
Kyokud?zan Kazuyasu,Japan,757563813,Start,126866820.0
Takashi Sasagawa,Japan,757563824,Stub,126866820.0
Shigeru Sahashi,Japan,759511645,C,126866820.0
Nobuo Kishi,Japan,760606135,Start,126866820.0
Date Munenari,Japan,761243798,Start,126866820.0
Tadao Watanabe,Japan,762042217,Stub,126866820.0
?tomo no Otomaro,Japan,762706551,Stub,126866820.0
Prince Narinaga,Japan,762722684,Stub,126866820.0
Chinda Sutemi,Japan,763969619,Start,126866820.0
Misako Enoki,Japan,764840528,Start,126866820.0
Toshikatsu Matsuoka,Japan,766997127,C,126866820.0
Yukio Aoshima,Japan,767137454,Start,126866820.0
Katsuhito Yokokume,Japan,767300612,Stub,126866820.0
Tsuneo Mori,Japan,767794799,Stub,126866820.0
Yukio Koshimori,Japan,767876428,Stub,126866820.0
Masayoshi Ito,Japan,769093340,Stub,126866820.0
Kota Matsuda,Japan,769228972,Start,126866820.0
Yukiharu Miki,Japan,769287037,Stub,126866820.0
Tsuneo Horiuchi,Japan,769726190,Start,126866820.0
Toshio Shiratori,Japan,770308464,Start,126866820.0
Aijiro Tomita,Japan,770914375,Stub,126866820.0
Usabur? Chisaki III,Japan,771023851,Stub,126866820.0
Setsuo Yokomichi,Japan,771023991,Stub,126866820.0
Sh?ichi Watanabe (politician),Japan,771024210,Stub,126866820.0
Naohiro D?gakinai,Japan,771026173,Stub,126866820.0
Kingo Machimura,Japan,771026471,Stub,126866820.0
Usabur? Chisaki II,Japan,771033882,Stub,126866820.0
Fukushima Yasumasa,Japan,771157380,Start,126866820.0
Masayuki Matsuda,Japan,771382116,Stub,126866820.0
Bunji Okada,Japan,771447489,Stub,126866820.0
Masayoshi Ogawa,Japan,771447770,Stub,126866820.0
Tadashi Kodaira,Japan,771463460,Stub,126866820.0
Hayashi Gonsuke (diplomat),Japan,771474859,Start,126866820.0
Shigeru Honj?,Japan,771489999,Start,126866820.0
Tokihiro Nakamura,Japan,771836152,Stub,126866820.0
Masao Uchibori,Japan,771836345,Stub,126866820.0
Eikei Suzuki,Japan,771836989,Stub,126866820.0
Ryuta Ibaragi,Japan,771837347,Stub,126866820.0
Shinji Hirai,Japan,771838144,Stub,126866820.0
Kiichi Aichi,Japan,771892922,Stub,126866820.0
Kunio Nakagaki,Japan,771894007,Stub,126866820.0
Masatsune Ogura,Japan,771902606,Stub,126866820.0
Hiroya Ino,Japan,771903125,Start,126866820.0
Governor of the South Pacific Mandate,Japan,772122382,Start,126866820.0
Komatsu Kiyokado,Japan,772625844,Start,126866820.0
Nobuhiro Tanabe,Japan,772773767,Stub,126866820.0
Katsumi Yamauchi,Japan,773843300,Stub,126866820.0
Ichiro Hatta,Japan,774495601,Stub,126866820.0
Mieno Eiko,Japan,774742615,Stub,126866820.0
Kozo Igarashi,Japan,774742666,Stub,126866820.0
Tatsuo Takahashi,Japan,774742838,Stub,126866820.0
Yasumasa Narasaki,Japan,774742887,Stub,126866820.0
Makiko Fujino,Japan,775837778,Stub,126866820.0
Kingoro Hashimoto,Japan,775978813,Start,126866820.0
Kenji Nakanishi,Japan,776437359,Start,126866820.0
Jiro Akama,Japan,776743826,Stub,126866820.0
Jir? Minami,Japan,777038528,Start,126866820.0
Kazuyoshi Akaba,Japan,778507646,Stub,126866820.0
Keiko Nagaoka,Japan,778539514,Stub,126866820.0
Keiro Kitagami,Japan,778541935,Stub,126866820.0
Kenji Wakamiya,Japan,778624432,Stub,126866820.0
Kensaku Morita,Japan,778647932,Stub,126866820.0
Kenshiro Matsunami,Japan,778648326,Stub,126866820.0
Kishir? Nakamura,Japan,779050286,Stub,126866820.0
Kiuchi J?shir?,Japan,779075455,Start,126866820.0
Kiz? Hisamoto,Japan,779082270,Stub,126866820.0
K?ki Ishii,Japan,779527219,C,126866820.0
Watanabe Kunitake,Japan,779839208,Start,126866820.0
Lee Kyung-jae,Japan,780142134,Start,126866820.0
Governors of Hiroshima Prefecture,Japan,780299155,Start,126866820.0
Yasuo Ogata,Japan,781057366,Stub,126866820.0
Kazuyoshi Nakanishi,Japan,781058549,Stub,126866820.0
Takashi Hishikari,Japan,781444448,Start,126866820.0
Akiko Kurabayashi,Japan,781567856,Stub,126866820.0
Kotaro Tatsumi,Japan,781570788,Stub,126866820.0
Tomo Iwabuchi,Japan,781904946,Stub,126866820.0
Ryosuke Takeda,Japan,782044725,Stub,126866820.0
Taku Yamazoe,Japan,782058170,Stub,126866820.0
Yasufumi Fujino,Japan,782087278,Stub,126866820.0
Mitsuko Tomon,Japan,782133958,Stub,126866820.0
Toshir? Tomochika,Japan,782233500,Stub,126866820.0
Tenkoko Sonoda,Japan,782255986,Start,126866820.0
Kazuya Hatayama,Japan,782426828,Stub,126866820.0
Okinori Kaya,Japan,782460097,Stub,126866820.0
Toshiko Hayashi,Japan,782549685,Stub,126866820.0
Bak Jungyang,Japan,782623474,C,126866820.0
Terufumi Horiuchi,Japan,782722544,Stub,126866820.0
?mura Masujir?,Japan,783145252,C,126866820.0
Chinjufu Shogun,Japan,783299648,Start,126866820.0
Shozo Majima,Japan,783381190,Stub,126866820.0
Takeshi Miyamoto,Japan,783386543,Stub,126866820.0
Nobuko Motomura,Japan,783945427,Stub,126866820.0
Yoshinobu Ohira,Japan,784168700,Stub,126866820.0
Kazuko Saito,Japan,784358956,Stub,126866820.0
Shunroku Hata,Japan,784361847,C,126866820.0
Miho Takeda,Japan,784725654,Start,126866820.0
Hideo Higashikokubaru,Japan,784915975,C,126866820.0
Masakazu Hamachi,Japan,785099683,Stub,126866820.0
Keiichi Inamine,Japan,785245922,Stub,126866820.0
Fujiwara no Yoshikado,Japan,785296856,Start,126866820.0
Haruko Hatoyama,Japan,785403562,GA,126866820.0
Yasuko Hatoyama,Japan,785403666,Start,126866820.0
Masatoshi Akimoto,Japan,785509765,Stub,126866820.0
Shuichi Abe,Japan,785642599,Stub,126866820.0
Masami Tanabu,Japan,785920290,Stub,126866820.0
Kaneyasu Marutani,Japan,786285308,Stub,126866820.0
Junji Nishime,Japan,786366814,Stub,126866820.0
Meiji oligarchy,Japan,786396310,B,126866820.0
Jitsuo Inagaki,Japan,786585334,Stub,126866820.0
K?ichi Kido,Japan,786593497,C,126866820.0
Kazuo Hatoyama,Japan,786877057,C,126866820.0
Katsuo Okazaki,Japan,786901750,C,126866820.0
Koko Kondo,Japan,786944075,Stub,126866820.0
Heisuke Hironaka,Japan,787004212,Start,126866820.0
Takaaki Tamura (politician),Japan,787006012,Stub,126866820.0
Shigeyoshi Matsumae,Japan,787207980,C,126866820.0
Matsudaira Norikata,Japan,787263146,Start,126866820.0
Mori Arinori,Japan,787280810,Start,126866820.0
Seig? Nakano,Japan,787320244,Start,126866820.0
Naoki Hoshino,Japan,787337007,C,126866820.0
Naohiro Amaya,Japan,787337055,Stub,126866820.0
Murata Seif?,Japan,787348399,Stub,126866820.0
Nobuyoshi Mut?,Japan,787373850,C,126866820.0
Enkichi ?ki,Japan,787400162,Start,126866820.0
Ono no Imoko,Japan,787419412,Start,126866820.0
?shima Yoshimasa,Japan,787535385,Start,126866820.0
Rokuj? family,Japan,787833549,Start,126866820.0
Chikage Oogi,Japan,787978254,C,126866820.0
Eiichi Nakao,Japan,788063773,Stub,126866820.0
Shusei Tanaka,Japan,788064094,Stub,126866820.0
Hidenao Nakagawa,Japan,788064261,Stub,126866820.0
Kohki Abe,Japan,788357754,Start,126866820.0
Yoshinobu Shimamura,Japan,788361621,Start,126866820.0
Seiichi Ikehata,Japan,788362077,Stub,126866820.0
Minamoto no Yoshinaka,Japan,788485534,C,126866820.0
Sugawara no Michizane,Japan,788519653,C,126866820.0
Kisaburo Tokai,Japan,788537180,Stub,126866820.0
List of Japanese Governors-General of Korea,Japan,788537338,Start,126866820.0
Yuko Tojo,Japan,788542306,Start,126866820.0
Nariaki Nakayama,Japan,788665214,C,126866820.0
Keiji Furuya,Japan,788697622,Start,126866820.0
Yokota family,Japan,788723618,Stub,126866820.0
Katsu Kaish?,Japan,788798049,C,126866820.0
Yamao Y?z?,Japan,788988478,Start,126866820.0
Yokoi Sh?nan,Japan,788989847,Start,126866820.0
Yamagata Isabur?,Japan,789048046,Start,126866820.0
Yasuko Ikenob?,Japan,789084252,Stub,126866820.0
Wataru Ishizaka,Japan,789231974,Stub,126866820.0
Tadashi Kuranari,Japan,789459690,Stub,126866820.0
Daisaku Kadokawa,Japan,789598583,Stub,126866820.0
Toshiko Karasawa,Japan,789598710,Stub,126866820.0
Chizuko Takahashi,Japan,789650070,Stub,126866820.0
Haruko Yoshikawa,Japan,789718887,Stub,126866820.0
Gen Nakagawa,Japan,790514587,Stub,126866820.0
List of shoguns,Japan,790621804,Start,126866820.0
H?d? Nakamura,Japan,790659948,Stub,126866820.0
Masahiro Morioka (politician),Japan,790855860,Stub,126866820.0
Nakamura Junkuro,Japan,790950664,Stub,126866820.0
Ben Kimura,Japan,791055579,Stub,126866820.0
Yoshida Sh?in,Japan,791092779,C,126866820.0
Tar? Yamamoto,Japan,791370681,C,126866820.0
Ryoko Tani,Japan,791739965,C,126866820.0
Kenji Ogiwara,Japan,791916774,Start,126866820.0
Purge (occupied Japan),Japan,791970043,Start,126866820.0
Seiz? Kobayashi,Japan,792076395,Start,126866820.0
?ta Masahiro,Japan,792076699,Stub,126866820.0
Takeshi Noma,Japan,792272549,Stub,126866820.0
Isamu Sonoyama,Japan,792517956,Stub,126866820.0
Abe no Hirafu,Japan,792544308,Start,126866820.0
Bungo Tsuda,Japan,792602791,Stub,126866820.0
Hajime Yoshikawa,Japan,792730955,Stub,126866820.0
Keiichi Suzuki (governor of Hiroshima),Japan,792771500,Stub,126866820.0
Toshibumi Tanaka,Japan,792927729,Stub,126866820.0
Kiyohide Seki,Japan,792931166,Stub,126866820.0
Tsunamasa ?yama,Japan,792931308,Stub,126866820.0
Y?ichir? Chikaraishi,Japan,792931448,Stub,126866820.0
Hiroshi Yamada,Japan,793152586,Stub,126866820.0
Mac Akasaka,Japan,793494347,Start,126866820.0
Tenta Akaboshi,Japan,793682367,Stub,126866820.0
Katsutoshi Kaneda,Japan,793738749,Stub,126866820.0
?kubo Toshimichi,Japan,793747161,C,126866820.0
Sakanoue no Tamuramaro,Japan,793864850,C,126866820.0
Junko Mihara,Japan,793899445,Start,126866820.0
Ryosei Akazawa,Japan,793936930,Start,126866820.0
Chobin Zukeran,Japan,794049614,Stub,126866820.0
?tomo no Yakamochi,Japan,794095538,Start,126866820.0
Tadashi Shimizu,Japan,794200840,Stub,126866820.0
Sakata T?j?r? IV,Japan,794363929,C,126866820.0
Akira Masaya,Japan,794373881,Stub,126866820.0
Heita Kawakatsu,Japan,794446877,Stub,126866820.0
Hideki Makihara,Japan,794558041,Stub,126866820.0
Iichir? Hatoyama,Japan,794617626,C,126866820.0
Hideo Kodama,Japan,794827702,Start,126866820.0
Akiko Santo,Japan,794983512,Start,126866820.0
Kisho Kurokawa,Japan,795627880,B,126866820.0
Taku Yamamoto,Japan,795803257,Stub,126866820.0
Kunishige Kamamoto,Japan,795824925,C,126866820.0
Katsumi ?no,Japan,796112493,Stub,126866820.0
Atsuo Nakamura,Japan,796206638,Stub,126866820.0
List of governors of Saitama Prefecture,Japan,796340568,Stub,126866820.0
Kenkichi Ueda,Japan,796360917,C,126866820.0
Mikiko Shiroma,Japan,796367830,Stub,126866820.0
Takeshi Onaga,Japan,796367877,Stub,126866820.0
Mitsusada Umetani,Japan,796531384,Stub,126866820.0
Daijiro Hashimoto,Japan,797308868,Stub,126866820.0
Eitaro Itoyama,Japan,797420967,Start,126866820.0
Yuichiro Hata,Japan,797610804,Start,126866820.0
Hideaki Akaiwa,Japan,797841180,Start,126866820.0
Atsushi Onita,Japan,797998954,GA,126866820.0
Sadao Araki,Japan,798216733,C,126866820.0
Ijuin Hikokichi,Japan,798288923,C,126866820.0
Emily Hatoyama,Japan,798484893,Start,126866820.0
Taketora Ogata,Japan,798497879,Start,126866820.0
Seiichi Tagawa,Japan,798503289,Start,126866820.0
Tadahiko Okada,Japan,798871217,Stub,126866820.0
Makiko Tanaka,Japan,798872736,C,126866820.0
Makoto Tanabe,Japan,798872900,Stub,126866820.0
Masataro Sawayanagi,Japan,798920935,Stub,126866820.0
Sait? Takao,Japan,798952850,Stub,126866820.0
Prince Moriyoshi,Japan,799166795,Start,126866820.0
Hiroshi Hase,Japan,799306947,C,126866820.0
Shinobu Kandori,Japan,799307380,C,126866820.0
Kuniaki Koiso,Japan,799573515,C,126866820.0
Hara Takashi,Japan,799574672,C,126866820.0
Inukai Tsuyoshi,Japan,799574990,C,126866820.0
Takahashi Korekiyo,Japan,799575026,C,126866820.0
Sait? Makoto,Japan,799575124,C,126866820.0
K?ki Hirota,Japan,799575178,C,126866820.0
Hiranuma Kiichir?,Japan,799575246,C,126866820.0
Koriki Jojima,Japan,799778786,C,126866820.0
Soga no Emishi,Japan,800008968,Stub,126866820.0
Shiori Yamao,Japan,800091608,Stub,126866820.0
Sh?ichi Nakagawa,Japan,800157844,GA,126866820.0
Empress K?gyoku,Japan,800402071,C,126866820.0
Empress Jit?,Japan,800413214,C,126866820.0
Susumu Hamamura,Japan,800730848,Stub,126866820.0
Takafumi Horie,Japan,800751455,C,126866820.0
Matsudaira Yoshinaga,Japan,800773068,C,126866820.0
Tetsuzo Fuwa,Japan,800783596,Stub,126866820.0
Kim Gap-sun,Japan,800897878,Stub,126866820.0
Yukio Hayashida,Japan,801323508,Stub,126866820.0
T?yama Mitsuru,Japan,801422489,Start,126866820.0
Aya Kamikawa,Japan,801459316,Start,126866820.0
Empress Gensh?,Japan,801600566,B,126866820.0
Empress K?ken,Japan,801600756,B,126866820.0
Empress Meish?,Japan,801600803,C,126866820.0
Iwakura Tomomi,Japan,802017902,C,126866820.0
Empress Suiko,Japan,802074019,C,126866820.0
