country,page,last_edit
United States,Ron Crickenberger,803648860
United States,John H. Crockett,778931047
United States,William Crook (politician),796035960
United States,Caleb Crosby,801438901
United States,Warren Daniel,796034138
United States,Darrell Kick,797794627
United States,Raj Date,797097345
United States,Michael M. Davis,801936207
United States,H. Dunlop Dawbarn,748865498
United States,Augustus Stoner Decker,731660598
United States,Maura DeLuca,804989176
United States,William S. Derrick,779761013
United States,Jill Dickman,763224977
United States,Dirtbag Left,752305258
United States,Michael Dively,802611588
United States,Andrew Do,763798609
United States,Douglas Domenech,794667259
United States,Mark Dudzic,797015825
United States,Walt Dziedzic,803430767
United States,Ron Ehli,780295965
United States,Ronnie Eldridge,767153908
United States,Steven Engel,785282540
United States,Howell C. Featherston,805873622
United States,Joelle Fishman,805168975
United States,Brian Fitzpatrick (American politician),764159230
United States,Richard A. Flintrop,723677112
United States,Marion B. Folsom,795879498
United States,John Fontaine,798684380
United States,Neal Foster,779728355
United States,Richard Foster (Alaska politician),748841745
United States,Playing Fox,719133534
United States,Anthony M. Frank,805108145
United States,Albert Frink,779881050
United States,Eugene Fubini,796035509
United States,Moffie Funk,777011861
United States,Frank Garner,728625614
United States,Gary Howell (Michigan politician),791396847
United States,Terry Gauthier,751022785
United States,Audrey Gelman,803484030
United States,Stuart M. Gerson,803709580
United States,Hogan Gidley,794590900
United States,Kenyon E. Giese,783579413
United States,Vincent Goes Ahead,803184209
United States,Lee E. Goodman,796037071
United States,George Graham (soldier),805772949
United States,Floyd F. Green,790519006
United States,Richard Ward Greene,706317015
United States,Richard J. Griffin,779728335
United States,Deirdre Griswold,790519084
United States,Steve Gunderson (Montana politician),799940018
United States,Julien Gunn,802034478
United States,Charlotte Hallmark,799061535
United States,Martin D. Hamilton,771538072
United States,Watson F. Hammond,800692309
United States,Stephanie Hannon,795879572
United States,Wretha Hanson,789966772
United States,Clifford M. Hardin,766139421
United States,Kevin Hardwick,795879633
United States,Frank Hatton (U.S. politician),721369784
United States,Harrison E. Havens,738272520
United States,Arrin Hawkins,778938063
United States,John H. Heitmann,801255343
United States,William J. Henderson,757338650
United States,Juan Hernandez (political advisor),795879399
United States,John S. Herrington,790519785
United States,Adam Hertz,796036979
United States,Stephen Higgins,794745000
United States,Steve Hinebauch,802526223
United States,Jedediah Hinkle,796036642
United States,John Nelson Hinkle,797133197
United States,Frank Harris Hitchcock,794563613
United States,Thomas M. Hodgson,802585427
United States,Tom Hoefling,795653748
United States,Lyman Hoffman,770169625
United States,Justin Holland (politician),796036494
United States,Mary Cal Hollis,723799187
United States,Gavrielle Holmes,754478861
United States,Larry Holmes (activist),801600439
United States,Mike Hopkins (politician),790535957
United States,Ed Jackson (Tennessee politician),803200362
United States,Phillip Jackson,799136692
United States,James I. Loeb,795879582
United States,William Jefferies Jr.,798405048
United States,Robert H. Jeffrey,734832431
United States,"William H. Jeffreys, Jr.",758373224
United States,Warren Jenkins,723696164
United States,Craig Johnson (Iowa politician),798441576
United States,Robert I. Johnson,795879205
United States,Harry Johnston (politician),789712434
United States,Brent A. Jones,787332100
United States,Peter Lawson Jones,777800598
United States,Charles Jordan (government official),768181435
United States,Jim Jordan (political consultant),778388481
United States,Theodore Joslin,794416814
United States,Ralph Justice,805180928
United States,Curt Kalk,796167100
United States,George J. Karb,796204377
United States,Julius Katz,795879617
United States,Joseph B. Keenan,798615883
United States,Larry Kenck,792630384
United States,Alyson Kennedy,766921180
United States,John Kerr (US politician),745789860
United States,C. Louis Kincannon,796035794
United States,Eli C. King,754478142
United States,John G. King (politician),800067435
United States,E. T. Klassen,765217334
United States,Jon Knokey,795879615
United States,Alfred Kohlberg,800947016
United States,Albert Kookesh,800961966
United States,Alfred A. Lama,773888711
United States,Samuel M. Lambert,761332661
United States,Robert P. Lamont,747774517
United States,Mike Lang (Montana politician),796035770
United States,John Laughrey,761157551
United States,Denis Law (politician),805569443
United States,Samuel Lewis (politician),787279291
United States,Charles C. Lips,790521491
United States,Eugene Little Coyote,796036544
United States,David H. Locke,796035520
United States,Gary Loftus,796037041
United States,Denley Loge,786506579
United States,William Long (mayor),792667220
United States,Nancy Lord,778558541
United States,Gregory Lorjuste,795879442
United States,Henry Loucks,797469359
United States,Theresa Manzella,796036564
United States,Charmaine Marchand-Stiaes,707654266
United States,Sidney A. Marchand,801845997
United States,Theodore J. Marchand,778766300
United States,George Sidney Marshall,728518410
United States,James William Marshall,765107720
United States,Jacob L. Martin,748071357
United States,William T. Martin (mayor),787244101
United States,James W. Mason,796036029
United States,William Arden Maury,765795179
United States,Patrick F. McDonough,723745241
United States,Abram Irvin McDowell,723799178
United States,Chad McMahan,796036862
United States,Michael A. McManus Jr.,796040133
United States,George W. Meeker,720356495
United States,Tanya Melich,795879474
United States,Kathleen Merrigan,798973740
United States,Michael V. Lee,797710302
United States,John Guerrant Miller,785884411
United States,Rudy Moise,796167539
United States,Tom Moody (politician),685347694
United States,John Moore (Nevada politician),792120129
United States,Thomas Hill Moore,789394274
United States,Monica Moorehead,795141838
United States,Richard M. Moose,787366120
United States,Paul Morton,721838961
United States,Michael P. Mullin,806199141
United States,Murray Hill Incorporated,745796315
United States,Eli Houston Murray,796036987
United States,Lawrence O. Murray,794592981
United States,Benjamin Nageak,796037024
United States,Alfred Nakak,795879264
United States,Victoria Neave,765666056
United States,Erven T. Nelson,718858500
United States,Mark Noland,805980023
United States,Delmas H. Nucker,759413795
United States,Andrew O'Brien (politician),723785326
United States,Robert T. Oestreicher,728451018
United States,Tom Maidhc O'Flaherty,764836516
United States,Old Tassel,795879624
United States,Philo H. Olmsted,728453557
United States,Donny Olson,797566520
United States,Albert Olszewski,790272716
United States,Oscar R. Ewing,801940675
United States,Matthew O'Shea,796036522
United States,Stephen Ostroff,805048542
United States,David Parker (Mississippi politician),790521557
United States,Floyd Parker,801009679
United States,Gerard Parker,773844532
United States,LaRue Parker,765757279
United States,Alexander Patton,723705126
United States,Henry Clay Payne,764107941
United States,Dennis Peron,726654858
United States,George Silas Peters,793825081
United States,Barry Peterson (Idaho),705886439
United States,Suzanne Pharr,779363419
United States,Jarvis W. Pike,798356368
United States,Raymond Pitcairn,723792502
United States,John A. Polk,719332094
United States,Vanleer Polk,794586378
United States,Milton Rice Polland,796036512
United States,Albert J. Pullen,806205626
United States,Michael Ranzenhofer,791962485
United States,Edison Real Bird,720356280
United States,Richard Real Bird,795879568
United States,Matt Regier,796035982
United States,Phil Reitinger,764834692
United States,Gerald A. Reynolds,797094937
United States,James J. Reynolds,780245135
United States,Verne L. Reynolds,781114162
United States,Richard G. Green (lawyer),799328317
United States,Tom Richmond (Montana politician),755866300
United States,Tim Rieser,795574330
United States,Thomas T. Riley,715485245
United States,George L. Rives,804241784
United States,Gerard Robinson,721369686
United States,James Robinson (Ohio),710803018
United States,John Rood,726603154
United States,Allan Rosenberg (spy),800779451
United States,Anna M. Rosenberg,767384237
United States,Jeremiah Russell,766141386
United States,Michael J. Ryan (Philadelphia politician),787378692
United States,Sah-wich-ol-gadhw,788375638
United States,Woodie Salmon,758192183
United States,John Sandy,795879598
United States,Savanukah,796036144
United States,Stephanie Schriock,794666842
United States,Gregory Schulte,790522733
United States,Norm Semanko,797150597
United States,Whitney North Seymour,763966332
United States,John S.R. Shad,801606821
United States,John Shaffer,771270676
United States,Thomas Shannon (Ohio politician),795422257
United States,Elisha Shapiro,790580372
United States,Dennis Shea (lawyer),805517427
United States,Walter Shelley,763464659
United States,Jim Shelton,763071951
United States,Steven Simon,763558111
United States,William B. Slaughter,786507898
United States,Jason Small (Montana politician),738357018
United States,Craig T. Smith,721411696
United States,James E. Smith (politician),785593317
United States,Tucker P. Smith,796036891
United States,Henry A. Smythe,712528813
United States,Thomas Lowndes Snead,797682606
United States,Robert Snyder (civil servant),803679942
United States,Doug Sosnik,742470225
United States,Jesse Spikes,795879608
United States,Henry Throop Stanton,798615865
United States,Kara Stein,796095475
United States,Frederic Jesup Stimson,729068637
United States,Trenton Stokes,790278527
United States,Hardy Strickland,726723718
United States,Henry P. Sullivan,798496573
United States,J. Kirk Sullivan,798526086
United States,Kevin Sullivan (communications professional),795879350
United States,Nels Swandal,783419710
United States,Samuel Jackson Swartz,759815715
United States,Tommy Tanaka,804782901
United States,Peter Tarnoff,799300226
United States,Henry J. Tasca,782898594
United States,Russel Tempel,763538400
United States,Pedro Agulto Tenorio,765501465
United States,Desson Thomson,796036847
United States,James John Thomas,795879621
United States,John Addison Thomas,723696504
United States,Wray Thomas,796035420
United States,Mary Kim Titla,800961804
United States,Robin L. Titus,722771207
United States,Christopher Tompkins,788439272
United States,Trembling Earth,743281119
United States,Margaret D. Tutwiler,722109064
United States,Charles Tyroler II,799241413
United States,Carl Venne,720977067
United States,Darci Vetter,747271200
United States,Kirk Wagoner,794594535
United States,Walk-in-the-Water,790748697
United States,Christopher J. Ward,801618037
United States,Frank H. Warder,715867755
United States,Bruce R. Watkins,804386671
United States,Dean Watkins,706605760
United States,Robert Dorsey Watkins,804949474
United States,James C. Webb,759978791
United States,Roger Webb (politician),797049556
United States,David Weintraub (official),793705354
United States,Tom Welch (politician),805947351
United States,Barby Wells,793166201
United States,Dean Westlake,773780592
United States,Andrew Wiggin (judge),788291574
United States,Edward Winn,790523186
United States,Thomas Wood (mayor),762851362
United States,Henry William Worley,779075337
United States,Edwin M. Wright,798738968
United States,Margaret Wright (American politician),715869073
United States,Smithson E. Wright,715579296
United States,Barry S. Wynn,779366662
United States,Matilde Zimmermann,796035471
Andorra,Roser Bastida Areny,804386506
Andorra,Bernadeta Gaspà Bringueret,740435128
Andorra,Olga Adellach Coma,762042495
Andorra,Elisenda Vives Balmaña,804386614
Andorra,Eva García Pastor,749433106
Andorra,Meritxell Mateu i Pi,723165771
Andorra,Maria Pilar Riba Font,715867561
Andorra,Montserrat Gil Torné,737292247
Andorra,Jordi Cinca,777439492
Andorra,Joel Font Coma,781951112
Andorra,Juli Minoves,777470061
Andorra,Albert Pintat,770817157
Andorra,Gilbert Saboya Sunyé,788007453
Andorra,Jaume Serra Serra,800721908
Andorra,List of heads of government of Andorra,800344427
Andorra,Jaume Bartumeu,788015372
Andorra,Marc Forné Molné,797362699
Andorra,Pere López Agràs,804887425
Andorra,Antoni Martí,794667296
Andorra,Josep Pintat-Solans,779366698
Andorra,Òscar Ribas Reig,779366724
Andorra,Enric Casadevall Medrano,779366609
Andorra,Alain Bernat Gallego,720689030
Andorra,Carles Blasi Vidal,715579765
Andorra,Josep Calva,803298752
Andorra,Joan Albert Farré Santuré,795879603
Andorra,Josep Maria Farré Naudi,791271217
Andorra,Jordi Font Mariné,778929090
Andorra,Emili Prats Grau,723741317
Andorra,Ricard de Haro Jiménez,795879322
Andorra,Julià Reig Ribó,748810629
Andorra,Jordi Jordana Rossell,799683479
Andorra,Maria Reig Moles,684499128
Andorra,Boris Skossyreff,787894734
Angola,Palmira Barbosa,749138916
Angola,Maria Mambo Café,713423251
Angola,Efigênia dos Santos Lima Clemente,793447028
Angola,Ana Dias Lourenço,787304575
Angola,Anália de Victória Pereira,738706030
Angola,Kimpa Vita,784078878
Angola,David Chingunji,770853637
Angola,Tito Chingunji,789517524
Angola,Jeremias Chitunda,720170185
Angola,Valdemar Chidondo,797220803
Angola,António Dembo,775242747
Angola,Elias Salupeto Pena,752753881
Angola,Jorge Sangumba,801194124
Angola,Wilson dos Santos,741475212
Angola,Jonas Savimbi,712276137
Angola,António Bento Bembe,803036381
Angola,Afonso Pedro Canga,803953524
Angola,Boaventura Cardoso,792684695
Angola,Carolina Cerqueira,804379199
Angola,Georges Rebelo Chicoti,713455528
Angola,António Jacinto,801156035
Angola,Aguinaldo Jaime,776491957
Angola,Paulo Teixeira Jorge,805396216
Angola,Ambrósio Lukoki,715579851
Angola,Gaspar Martins,752753260
Angola,João Bernardo de Miranda,784374404
Angola,Roberto Leal Monteiro,777653249
Angola,Venâncio da Silva Moura,791871708
Angola,Henrique de Carvalho Santos,791323586
Angola,João Maria de Sousa,779429863
Angola,Pedro de Castro van Dúnem,800247720
Angola,Template:Ministers of External Relations of Angola,757615213
Angola,Francisco Higino Carneiro,783453603
Angola,Ekuikui IV,796893647
Angola,Almerindo Jaka Jamba,795862869
Angola,Ngola Kabangu,789912374
Angola,Paulo Kassoma,752753949
Angola,Paulo Lukamba,788340602
Angola,Anibal João Melo,771991458
Angola,Lopo do Nascimento,794206406
Angola,Pitra Neto,714976517
Angola,Kundy Pahiama,800989005
Angola,Juilão Mateus Paulo,801631929
Angola,Isaías Samakuva,713318809
Angola,Fernando José de França Dias Van-Dúnem,787095864
Angola,Uanhenga Xitu,793869492
Angola,Abel Chivukuvuku,710730271
Angola,Domingos Manuel Njinga,796556790
Angola,Jerónimo Elavoko Wanga,800247641
Angola,President of Angola,788944470
Angola,João Lourenço,713323702
Angola,Agostinho Neto,800247804
Angola,José Eduardo dos Santos,744573173
Angola,Template:AngolanPresidents,711020711
Angola,"Template:1992 candidates, Angola",707213784
Angola,Template:Angola-politician-stub,713469695
Angola,Kamu de Almeida,759737513
Angola,Luís de Almeida,752753907
Angola,Nito Alves,800233344
Angola,Valentim Amões,800233405
Angola,Mário Pinto de Andrade,715463290
Angola,Cristiano André,783640980
Angola,Samuel Tito Armando,778673851
Angola,Mawete João Baptista,780752175
Angola,António Dias Cardoso,714975430
Angola,Ana Maria Teles Carreira,712046802
Angola,Demosthenes Amos Chilingutila,776569751
Angola,Dinho Chingunji,787178508
Angola,Kafundanga Chingunji,713011130
Angola,Carlos Contreiras,745551235
Angola,Antonio da Costa Fernandes,804255017
Angola,Tony da Costa Fernandes,713330500
Angola,Domingos Culolo,787094495
Angola,Josefina Pitra Diakité,805600045
Angola,Hélder Vieira Dias,713053653
Angola,Elísio de Figueiredo,713313110
Angola,Kambamba Kulaxingo,713334490
Angola,Lúcio Lara,623334577
Angola,Gilberto Buta Lutucuta,752752799
Angola,Ilídio Machado,713328373
Angola,Aliceres Mango,755328826
Angola,João Manuel Bernardo,783282959
Angola,Jose João Manuel,785370471
Angola,Eugenio Manuvakola,713453404
Angola,Pedro Fernando Mavunza,752753836
Angola,Rodrigues Mingas,722314224
Angola,Marcolino Moco,766497681
Angola,José Pedro de Morais,770473369
Angola,António Alberto Neto,713281421
Angola,Hendrick Vaal Neto,805206958
Angola,Miguel Neto,790668979
Angola,Lucas Ngonda,714642389
Angola,Daniel Ntongi-Nzinga,752753780
Angola,Miguel Maria N'Zau Puna,800247488
Angola,Manuel Pedro Pacavira,540117421
Angola,José Patrício,435008715
Angola,Joaquim Pinto de Andrade,802700422
Angola,Francisco Romão,781192834
Angola,Rui de Sá,771991727
Angola,José Filomeno dos Santos,783299895
Angola,Bornito de Sousa,794379535
Angola,Brito Sozinho,782313343
Angola,Henrique N'zita Tiago,756356311
Angola,Osvaldo de Jesus Serra Van-Dúnem,772082591
Angola,Afonso Van-Dunem,802530534
Angola,José Maria Botelho de Vasconcelos,792385356
Angola,Albina Africano,790643160
Angola,David Mendes,737168055
Angola,Manuel Vicente,790858165
Angola,Mfulupinga Nlando Victor,703532164
Antigua and Barbuda,Hazelyn Francis,779376479
Antigua and Barbuda,Louise Lake-Tack,804874780
Antigua and Barbuda,Jacqui Quinn-Leandro,799633100
Antigua and Barbuda,Governor-General of Antigua and Barbuda,799600595
Antigua and Barbuda,"Government House, Antigua and Barbuda",799329240
Antigua and Barbuda,James Carlisle,772583198
Antigua and Barbuda,Wilfred Jacobs,774239918
Antigua and Barbuda,Rodney Williams (governor-general),752753064
Antigua and Barbuda,Charles Henry Major,762082122
Antigua and Barbuda,Monarchy of Antigua and Barbuda,780318515
Antigua and Barbuda,Prime Minister of Antigua and Barbuda,802661745
Antigua and Barbuda,Lester Bird,777442239
Antigua and Barbuda,Vere Bird,789914066
Antigua and Barbuda,Gaston Browne,777612121
Antigua and Barbuda,Baldwin Spencer,760911008
Antigua and Barbuda,George Walter,787006425
Antigua and Barbuda,Template:Prime Minister of Antigua and Barbuda,804276519
Antigua and Barbuda,Randolph Beazer,784776680
Antigua and Barbuda,Tim Hector,802610698
Antigua and Barbuda,Harold Lovell,783470323
Antigua and Barbuda,John Lyons (Antiguan politician),802383745
Antigua and Barbuda,Bernard Percival,712573588
Antigua and Barbuda,Benjamin Pine,805395191
Antigua and Barbuda,William Frederick Haynes Smith,705597487
Antigua and Barbuda,Studiation Brown,799401883
Argentina,Mariano Acosta (politician),707317818
Argentina,Juan Pedro Aguirre,802539607
Argentina,Adolfo Alsina,799334327
Argentina,Valentín Alsina,713476015
Argentina,María Julia Alsogaray,788194940
Argentina,Jorge Altamira,767606310
Argentina,Gabriela Arroyo,770000631
Argentina,Ricardo Balbín,749630609
Argentina,Lino Barañao,780472655
Argentina,Bartolomé Saravi,748271419
Argentina,Carlos José Belgrano,753896405
Argentina,Sergio Bergman,612801561
Argentina,Mariano Billinghurst,788449106
Argentina,Amado Boudou,802528431
Argentina,Myriam Bregman,801373352
Argentina,Esteban Bullrich,801189083
Argentina,Patricia Bullrich,793184352
Argentina,Eduardo Camaño,793240749
Argentina,Eugenio Cambaceres,794440946
Argentina,Oscar Camilión,707533681
Argentina,Juan José Castelli,714198798
Argentina,Diana Conti,781196451
Argentina,Lucas Fernández (Preceptor),768383360
Argentina,Rodolfo Frigeri,788075020
Argentina,Gregorio de Laferrère,805289936
Argentina,Andrés Larroque,791708178
Argentina,Miguel Laurencena,801390500
Argentina,Jorge Lemus,762706494
Argentina,Francisco Pantaleón Luna,802088180
Argentina,Edelmiro Mayer,754480848
Argentina,Manuel Luis de Oliden,781190175
Argentina,Adriana Puiggrós,782457053
Argentina,Hilario Ramos Mexía,718187662
Argentina,Héctor Recalde,784213915
Argentina,Noemí Rial,798858943
Argentina,Horacio Rodríguez Larreta,768686516
Argentina,Amadeo Sabattini,795288507
Argentina,Diego Santilli,694889020
Argentina,Juan Pablo Schiavi,761964727
Argentina,Cornelia Schmidt-Liermann,802245599
Argentina,Daniel Scioli,781194277
Argentina,Carolina Stanley,800777563
Argentina,Jorge Telerman,791845963
Argentina,María Eugenia Vidal,781194685
Argentina,Patricia Walsh,745046670
Argentina,Hipólito Yrigoyen,794435907
Argentina,Jorge Zorreguieta,804423344
Argentina,Oscar Aguad,752774315
Argentina,Cristina Cremer de Busti,782124047
Argentina,Santiago Derqui,792601479
Argentina,José Figueroa Alcorta,714404900
Argentina,Cintia Frencia,742527885
Argentina,Manuel Gutiérrez de la Concha,795373602
Argentina,Néstor Pitrola,797194878
Argentina,Julio Argentino Pascual Roca,779376425
Argentina,Carlos Rossi,795216265
Argentina,Fernando de la Rúa,797781138
Argentina,List of female provincial governors in Argentina,792006357
Argentina,Norma Abdala de Matarazzo,779377008
Argentina,Esther Norma Arrostito,722955105
Argentina,María José Bongiorno,792041341
Argentina,Elisa Carrió,781191902
Argentina,Alicia Castro,797567589
Argentina,Gabriela Cerrano,801451143
Argentina,María Colombo de Acevedo,708212902
Argentina,Norma Colpari,797683888
Argentina,Ana Corradi,743954654
Argentina,Elena Corregido,740222478
Argentina,Mirian Curletti,723846226
Argentina,María Rosa Díaz,746424221
Argentina,Fanny Edelman,695276940
Argentina,Macarena Escudero,798604928
Argentina,Sonia Escudero,714460442
Argentina,María Eugenia Estenssoro,755021609
Argentina,Encarnación Ezcurra,798644009
Argentina,Judith Forstmann,801092437
Argentina,Haide Giri,714368298
Argentina,Daiana Hissa,777657796
Argentina,Patricia Jorge,805806043
Argentina,Angélica Lagunas,753522929
Argentina,Mercedes Marcó del Pont,752429713
Argentina,Isabel Martínez de Perón,725068010
Argentina,Alicia Mastandrea,713590659
Argentina,Ada Maza,711818004
Argentina,Martha Mercader,798061054
Argentina,Alicia Moreau de Justo,714369805
Argentina,Carolina Muzzilli,777731524
Argentina,Liliana Negre de Alonso,746372392
Argentina,María Beatriz Nofal,780553772
Argentina,Liliana Olivero,780553848
Argentina,Nanci Parrilli,779397683
Argentina,María Perceval,782617136
Argentina,Eva Perón,672547562
Argentina,Delia Pinchetti de Sierra Morales,797691445
Argentina,Vilma Ripoll,801972226
Argentina,Andrea Ruiz,739037393
Argentina,Milagro Sala,722466226
Argentina,Dora Sánchez,727691367
Argentina,Luz Sapag,788016067
Argentina,Cecilia Soria,783850372
Argentina,Soledad Sosa,717761302
Argentina,Margarita Stolbizer,799000723
Argentina,Gabriela Suppicich,708211117
Argentina,Griselda Tessio,714407628
Argentina,Mónica Troadello,714373296
Argentina,Élida Vigo,673393730
Argentina,Laura Vilches,762057274
Argentina,Isabel Viudes,804955894
Argentina,Lucía Alberti,697009255
Argentina,Raúl Alfonsín,748036070
Argentina,Eduardo Duhalde,748699998
Argentina,Edelmiro Julián Farrell,721628782
Argentina,Cristina Fernández de Kirchner,787713809
Argentina,Agustín Pedro Justo,802835768
Argentina,Néstor Kirchner,789469488
Argentina,Carlos Lacoste,768699288
Argentina,Carlos Menem,796910989
Argentina,Roberto María Ortiz,799317577
Argentina,Juan Perón,754934786
Argentina,Victorino de la Plaza,750186613
Argentina,Manuel Quintana,798959444
Argentina,Julio Argentino Roca,796811087
Argentina,Adolfo Rodríguez Saá,750333444
Argentina,Roque Sáenz Peña,806230821
Argentina,Jorge Rafael Videla,795765356
Argentina,Roberto Eduardo Viola,801392292
Argentina,Julio Cobos,719421370
Argentina,Aníbal Ibarra,801787528
Argentina,Mauricio Macri,784879850
Argentina,Gabriela Michetti,707359699
Argentina,Héctor Bidonde,781196710
Argentina,Irma Roy,785096905
Argentina,José Alonso (trade unionist),745470097
Argentina,Pedro Eugenio Aramburu,711504370
Argentina,Enzo Bordabehere,806104240
Argentina,Silvio Frondizi,794721398
Argentina,Jordán Bruno Genta,714751234
Argentina,Francisco Narciso de Laprida,777593139
Argentina,Carlos Washington Lencinas,745636430
Argentina,Ricardo López Jordán,803371092
Argentina,Manuel Vicente Maza,803101721
Argentina,Bernardo de Monteagudo,805441411
Argentina,Ángel Vicente Peñaloza,800798947
Argentina,Facundo Quiroga,781196535
Argentina,José Ignacio Rucci,803885243
Argentina,Justo José de Urquiza,787218247
Argentina,Augusto Vandor,760916602
Argentina,Reynaldo Bignone,783952466
Argentina,Antonio Domingo Bussi,788772385
Argentina,José López Rega,804934996
Argentina,José Alfredo Martínez de Hoz,755871149
Argentina,Mario Menéndez,801578039
Argentina,José Alperovich,791842191
Argentina,Samuel Cabanchik,799928775
Argentina,Matityahu Drobles,770124499
Argentina,Mónica Fein,798958940
Argentina,Daniel Filmus,781191182
Argentina,José Ber Gelbard,800833737
Argentina,Carlos Heller,714369691
Argentina,César Jaroslavsky,748085429
Argentina,Daniel Katz (politician),800648300
Argentina,Axel Kicillof,719656418
Argentina,Miguel Lifschitz,795204857
Argentina,Beatriz Rojkés de Alperovich,788229235
Argentina,Héctor Timerman,796944712
Argentina,Marcos Zeida,760066828
Argentina,Oscar Alende,804257098
Argentina,Ricardo Alfonsín,708931460
Argentina,Álvaro Alsogaray,796459036
Argentina,Eduardo Angeloz,750166867
Argentina,Alcira Argumedo,788782451
Argentina,Hermes Binner,759188232
Argentina,José Octavio Bordón,797103519
Argentina,Alfredo Bravo,768147015
Argentina,Mario Bravo,715807782
Argentina,Nicolás del Caño,782894083
Argentina,Raúl Castells,768247003
Argentina,Domingo Cavallo,785335922
Argentina,Rogelio Julio Frigerio,794247082
Argentina,Américo Ghioldi,768244698
Argentina,Carlos Ibarguren,762951137
Argentina,Bernardo de Irigoyen,778225394
Argentina,Roberto Lavagna,716537576
Argentina,Ricardo López Murphy,798819910
Argentina,Ítalo Argentino Lúder,780106517
Argentina,Francisco Manrique,708750565
Argentina,Sergio Massa,780723103
Argentina,Horacio Massaccesi,739508147
Argentina,José Nicolás Matienzo,783534154
Argentina,Leopoldo Melo,781360170
Argentina,Norberto Piñero,743019666
Argentina,Nicolás Repetto,716400966
Argentina,Alberto Rodríguez Saá,723686406
Argentina,Ángel Dolores Rojas,716401288
Argentina,Juan Carlos Romero (politician),704875463
Argentina,Jorge Sobisch,746935405
Argentina,Fernando Solanas,741625077
Argentina,Vicente Solano Lima,717498781
Argentina,José Tamborini,705167083
Argentina,Héctor Campana,802668946
Argentina,Rubén Luis di Palma,726265815
Argentina,Carlos Espínola (sailor),803603515
Argentina,Nestor García-Veiga,781195878
Argentina,Carlos Reutemann,801170275
Argentina,Leandro N. Alem,802280832
Argentina,Lisandro de la Torre,718364462
Argentina,Template:Argentina-politician-stub,770489315
Argentina,Template:Argentina-activist-stub,564438801
Argentina,Template:Argentina-poli-bio-book-stub,564317569
Argentina,Template:Argentina-diplomat-stub,443521996
Argentina,Template:Argentina-mayor-stub,787356870
Argentina,Wbaldino Acosta,441995465
Argentina,Mario Agodino,779376823
Argentina,Néstor Ahuad,774384193
Argentina,Darío Alessandro,781782322
Argentina,José Manuel Álvarez,676498385
Argentina,Torcuato de Alvear,738846937
Argentina,Hugo Anzorreguy,782912343
Argentina,Raúl Apold,793176556
Argentina,Juan Agustín Augier,707192931
Argentina,Uladislao Augier,716244498
Argentina,Vicente de Azcuénaga,704600764
Argentina,Juan Báez de Alpoim,747963851
Argentina,Raúl Baglini,779376914
Argentina,Juan Ramón Balcarce,765614256
Argentina,Alberto Baldrich,801091186
Argentina,Jorge Banicevich,800380289
Argentina,Danilo Baroni,772550501
Argentina,Walter Barrionuevo,714369560
Argentina,Bernardo Bas,803482086
Argentina,Carlos Becerra,779079717
Argentina,Luis Beder Herrera,705736979
Argentina,Raúl Bercovich Rodriguez,777442822
Argentina,Antonio Bermejo,707192909
Argentina,Paula María Bertol,707197266
Argentina,Rosana Bertone,720844960
Argentina,Fabio Biancalani,721039151
Argentina,Oscar Bidegain,791396285
Argentina,María Eugenia Bielsa,764245070
Argentina,Delia Bisutti,714642430
Argentina,Floro Bogado,793919066
Argentina,Silvano Bores,769738055
Argentina,Raúl Borrás,783532215
Argentina,Adriana Bortolozzi,709682191
Argentina,Leopoldo Alfredo Bravo,677786528
Argentina,Eduardo Brizuela del Moral,742808252
Argentina,Pablo Bruera,721101386
Argentina,Duilio Brunello,790704996
Argentina,Ricardo Buryaile,727003923
Argentina,Ezequiel Bustillo,779376853
Argentina,Carlos José Caballero,747926680
Argentina,Francisco Adolfo Cabrera,769082615
Argentina,José María del Campo,707192632
Argentina,Enrique J.A. Candioti,687130572
Argentina,Miguel Cané,794791460
Argentina,Luis Caputo,687134370
Argentina,Jorge Carcagno,779376732
Argentina,Roque Carranza,721035071
Argentina,Bonifacio del Carril,773085418
Argentina,Carlos Casares (governor),720924435
Argentina,Christian Castillo (politician),716674946
Argentina,Oscar Castillo,754508283
Argentina,Ramón Castillo,749388528
Argentina,Zulema Castro de Peña,707192620
Argentina,Jorge Cepernic,724353175
Argentina,Carlos Chasseing,773020422
Argentina,Carlos Cheppi,707192833
Argentina,Mario Cimadevilla,795765091
Argentina,Maurice Closs,710031784
Argentina,Hugo Cóccaro,799090541
Argentina,Enrique Pérez Colman,801726929
Argentina,Arturo Colombi,802919725
Argentina,Domingo Crespo,793392820
Argentina,Martín Dalmau,708413168
Argentina,Ricardo del Val,754277461
Argentina,Domingo Peppo,789373687
Argentina,Jorge Domínguez (politician),777444106
Argentina,Luis María Drago,705746468
Argentina,Hilda González de Duhalde,805396054
Argentina,Nicolás Dujovne,784824616
Argentina,Patricio Echegaray,799364068
Argentina,Rufino de Elizalde,714977875
Argentina,Julio Etchegoyen,726641800
Argentina,Pedro de Ezcurra,779379822
Argentina,Luis Favre,724352416
Argentina,Víctor Fayad,720987236
Argentina,Federico Pinedo,783363675
Argentina,Oscar Fernandez-Taranco,730067385
Argentina,Nicolás Fernández,783535084
Argentina,Margarita Ferrá de Bartol,723703110
Argentina,Miguel A. Ferrer Deheza,755166576
Argentina,Rodolfo Freude,707192943
Argentina,Marcelo Fuentes,775594276
Argentina,Juan Fugl,769565289
